0	1462
1	2793
2	2792
3	1461
4	1460
5	2791
6	2790
7	1459
8	2306
9	1458
10	2305
11	2789
12	2788
13	1457
14	2304
15	2787
16	1456
17	2303
18	2786
19	1455
20	2302
21	2785
22	2301
23	1454
24	2784
25	1453
26	2300
27	2783
28	1452
29	2309
30	2308
31	2307
32	2320
33	1473
34	1472
35	1471
36	1470
37	2317
38	1
39	1469
40	2316
41	2799
42	2
43	2315
44	1468
45	3
46	2314
47	1467
48	2798
49	1466
50	4
51	2313
52	2797
53	2796
54	1465
55	5
56	2312
57	2795
58	6
59	2311
60	1464
61	7
62	1463
63	2310
64	2794
65	8
66	9
67	2319
68	2318
69	1000
70	1484
71	2331
72	2330
73	1483
74	1482
75	1481
76	1480
77	2328
78	2327
79	1479
80	1478
81	2325
82	2324
83	1477
84	1476
85	2323
86	1475
87	2322
88	1474
89	2321
90	2329
91	1495
92	1011
93	2342
94	2341
95	1494
96	1010
97	2340
98	1493
99	1492
100	1491
101	1490
102	2339
103	1008
104	1007
105	2338
106	2337
107	1006
108	1005
109	1489
110	2336
111	1004
112	1488
113	2335
114	2334
115	1003
116	1487
117	1002
118	1486
119	2333
120	1001
121	2332
122	1485
123	1009
124	1022
125	2353
126	1021
127	2352
128	1020
129	2351
130	2350
131	1019
132	1018
133	2349
134	2348
135	1017
136	2347
137	1016
138	1015
139	1499
140	2346
141	1014
142	2345
143	1498
144	1497
145	1013
146	2344
147	1496
148	2343
149	1012
150	1033
151	2364
152	2363
153	1032
154	1031
155	2362
156	2361
157	1030
158	2360
159	1029
160	1028
161	2359
162	2358
163	1027
164	2357
165	1026
166	1025
167	2356
168	1024
169	600
170	2355
171	1023
172	601
173	2354
174	602
175	603
176	604
177	605
178	606
179	607
180	608
181	609
182	1044
183	2375
184	1043
185	2374
186	1042
187	2373
188	1041
189	2372
190	1040
191	2371
192	2370
193	1039
194	1038
195	2369
196	1037
197	2368
198	610
199	2367
200	1036
201	1035
202	611
203	2366
204	1034
205	2365
206	612
207	613
208	614
209	615
210	616
211	617
212	618
213	619
214	1055
215	1054
216	2385
217	2384
218	1053
219	1052
220	2383
221	2382
222	1051
223	1050
224	2381
225	2380
226	1049
227	1048
228	2379
229	620
230	1047
231	2378
232	621
233	2377
234	1046
235	622
236	2376
237	623
238	1045
239	624
240	625
241	626
242	627
243	628
244	629
245	2397
246	1066
247	2396
248	1065
249	1064
250	1063
251	2394
