(675	3	678)	(675	8	678)
(1182	3	1183)	(1182	8	1183)
(1768	3	2136)	(1768	8	2136)
(943	3	959)	(943	8	959)
(138	3	1617)	(138	8	1617)
(1557	3	1521)	(1557	8	1521)
(2403	3	456)	(2403	8	456)
(392	3	394)	(392	8	394)
(1336	3	1335)	(1336	8	1335)
(1321	3	1329)	(1321	8	1329)
(1282	3	1284)	(1282	8	1284)
(354	3	370)	(354	8	370)
(1596	3	1608)	(1596	8	1608)
(1413	3	1412)	(1413	8	1412)
(1178	3	1180)	(1178	8	1180)
(88	3	83)	(88	8	83)
(2333	3	2336)	(2333	8	2336)
(772	3	1704)	(772	8	1704)
(1433	3	875)	(1433	8	875)
(763	3	768)	(763	8	768)
(1233	3	1230)	(1233	8	1230)
(1926	3	425)	(1926	8	425)
(770	3	1704)	(770	8	1704)
(2120	3	2119)	(2120	8	2119)
(448	3	449)	(448	8	449)
(78	3	81)	(78	8	81)
(39	3	42)	(39	8	42)
(662	3	698)	(662	8	698)
(2170	3	2171)	(2170	8	2171)
(334	3	335)	(334	8	335)
(1493	3	1503)	(1493	8	1503)
(1670	3	1671)	(1670	8	1671)
(1485	3	1403)	(1485	8	1403)
(1155	3	1122)	(1155	8	1122)
(547	3	35)	(547	8	35)
(95	3	79)	(95	8	79)
(1086	3	1084)	(1086	8	1084)
(2153	3	2154)	(2153	8	2154)
(1205	3	1193)	(1205	8	1193)
(985	3	984)	(985	8	984)
(1368	3	1367)	(1368	8	1367)
(1951	3	1952)	(1951	8	1952)
(2258	3	1297)	(2258	8	1297)
(1545	3	1012)	(1545	8	1012)
(2199	3	596)	(2199	8	596)
(1241	3	1242)	(1241	8	1242)
(2404	3	21)	(2404	8	21)
(1253	3	2277)	(1253	8	2277)
(1773	3	1764)	(1773	8	1764)
(911	3	912)	(911	8	912)
(1702	3	1703)	(1702	8	1703)
(968	3	1873)	(968	8	1873)
(888	3	1427)	(888	8	1427)
(758	3	757)	(758	8	757)
(1771	3	2136)	(1771	8	2136)
(2275	3	2259)	(2275	8	2259)
(625	3	628)	(625	8	628)
(1860	3	522)	(1860	8	522)
(472	3	462)	(472	8	462)
(2276	3	2264)	(2276	8	2264)
(1560	3	1521)	(1560	8	1521)
(358	3	175)	(358	8	175)
(932	3	340)	(932	8	340)
(211	3	1406)	(211	8	1406)
(166	3	130)	(166	8	130)
(1634	3	1632)	(1634	8	1632)
(888	3	1424)	(888	8	1424)
(1784	3	1746)	(1784	8	1746)
(2079	3	2080)	(2079	8	2080)
(755	3	709)	(755	8	709)
(499	3	2296)	(499	8	2296)
(1735	3	380)	(1735	8	380)
(2140	3	1185)	(2140	8	1185)
(592	3	605)	(592	8	605)
(1970	3	1978)	(1970	8	1978)
(563	3	565)	(563	8	565)
(2103	3	2108)	(2103	8	2108)
(182	3	174)	(182	8	174)
(1204	3	1193)	(1204	8	1193)
(892	3	891)	(892	8	891)
(1553	3	1017)	(1553	8	1017)
(1044	3	1043)	(1044	8	1043)
(2381	3	2350)	(2381	8	2350)
(760	3	788)	(760	8	788)
(1068	3	1067)	(1068	8	1067)
(1976	3	1980)	(1976	8	1980)
(928	3	925)	(928	8	925)
(1656	3	1655)	(1656	8	1655)
(1171	3	1173)	(1171	8	1173)
(2379	3	2380)	(2379	8	2380)
(2385	3	2350)	(2385	8	2350)
(177	3	146)	(177	8	146)
(178	3	152)	(178	8	152)
(1333	3	934)	(1333	8	934)
(1148	3	1151)	(1148	8	1151)
(1088	3	835)	(1088	8	835)
(568	3	1383)	(568	8	1383)
(27	3	75)	(27	8	75)
(2149	3	135)	(2149	8	135)
(2343	3	2345)	(2343	8	2345)
(2046	3	2037)	(2046	8	2037)
(47	3	1013)	(47	8	1013)
(1234	3	1238)	(1234	8	1238)
(581	3	201)	(581	8	201)
(368	3	367)	(368	8	367)
(654	3	650)	(654	8	650)
(2235	3	2236)	(2235	8	2236)
(1605	3	1603)	(1605	8	1603)
(1954	3	531)	(1954	8	531)
(1066	3	1064)	(1066	8	1064)
(1607	3	1612)	(1607	8	1612)
(2025	3	2034)	(2025	8	2034)
(1862	3	2075)	(1862	8	2075)
(2256	3	2238)	(2256	8	2238)
(1748	3	1757)	(1748	8	1757)
(472	3	457)	(472	8	457)
(866	3	972)	(866	8	972)
(1697	3	1067)	(1697	8	1067)
(2138	3	1766)	(2138	8	1766)
(2074	3	2065)	(2074	8	2065)
(1000	3	1101)	(1000	8	1101)
(904	3	902)	(904	8	902)
(2281	3	2282)	(2281	8	2282)
(798	3	881)	(798	8	881)
(1381	3	1376)	(1381	8	1376)
(242	3	226)	(242	8	226)
(200	3	206)	(200	8	206)
(1400	3	1402)	(1400	8	1402)
(1313	3	2038)	(1313	8	2038)
(2044	3	2209)	(2044	8	2209)
(2355	3	2356)	(2355	8	2356)
(1099	3	1144)	(1099	8	1144)
(2346	3	1354)	(2346	8	1354)
(487	3	2078)	(487	8	2078)
(1188	3	1202)	(1188	8	1202)
(2158	3	2161)	(2158	8	2161)
(896	3	895)	(896	8	895)
