0	1462
1	2793
2	2792
3	2791
4	1460
5	2790
6	2306
7	1459
8	2305
9	2789
10	1458
11	1457
12	2788
13	2304
14	2787
15	1456
16	2302
17	2786
18	1455
19	2301
20	2785
21	2300
22	2784
23	1453
24	2783
25	1452
26	1473
27	1472
28	1471
29	1470
30	2317
31	1
32	2316
33	1469
34	2
35	1468
36	2315
37	2799
38	3
39	1467
40	2314
41	2798
42	1466
43	4
44	2313
45	1465
46	2312
47	5
48	2796
49	2795
50	2311
51	6
52	1464
53	7
54	2310
55	1463
56	2794
57	8
58	9
59	2319
60	2318
61	2331
62	1000
63	1484
64	1483
65	1482
66	1481
67	1480
68	2327
69	1479
70	1478
71	2325
72	2324
73	1476
74	1475
75	1474
76	2321
77	2329
78	2342
79	1011
80	1495
81	2341
82	1494
83	2340
84	1493
85	1492
86	1491
87	1490
88	2339
89	1007
90	2338
91	1006
92	2337
93	1005
94	1489
95	1004
96	1488
97	1487
98	1003
99	1486
100	1002
101	1001
102	1485
103	1022
104	1021
105	2351
106	2350
107	1019
108	2348
109	1017
110	2347
111	1016
112	1499
113	1498
114	2345
115	1497
116	1496
117	2343
118	1033
119	2363
120	2362
121	1031
122	2361
123	1030
124	2360
125	1029
126	1028
127	2359
128	2358
129	1027
130	2357
131	1026
132	1025
133	2356
134	2355
135	600
136	1023
137	601
138	602
139	603
140	604
141	605
142	606
143	607
144	608
145	609
146	2375
147	1044
148	1043
149	2374
150	1042
151	2373
152	1041
153	2372
154	1040
155	2371
156	1039
157	1038
158	1037
159	2368
160	610
161	1036
162	2367
163	1035
164	611
165	1034
166	2365
167	612
168	613
169	614
170	615
171	616
172	618
173	619
174	2384
175	1052
176	1050
177	2380
178	1049
179	1048
180	620
181	2379
182	2378
183	621
184	1047
185	2377
186	622
187	1046
188	2376
189	623
190	1045
191	624
192	625
193	626
194	628
195	629
196	2397
197	1066
198	2396
199	1064
200	2395
201	2394
202	1063
203	2393
204	1062
205	1061
206	2392
207	1060
208	630
209	1059
210	631
211	2389
212	632
213	1057
214	633
215	2387
216	634
217	635
218	636
219	637
220	638
221	639
222	1077
223	1076
224	1075
225	1074
226	1073
227	1072
228	1071
229	1070
230	640
231	641
232	1069
233	1068
234	2398
235	646
236	648
237	1080
238	1088
239	1087
240	1086
241	1085
242	1084
243	1081
244	650
245	651
246	652
247	653
248	654
249	1079
250	655
251	1078
252	656
253	657
254	658
255	659
